1,1.1205673217773438e-05 
0,9.775161743164062e-06 
8,1.0251998901367188e-05 
12,1.1682510375976562e-05 
13,1.049041748046875e-05 
11,1.1920928955078125e-05 
10,1.0013580322265625e-05 
9,1.0728836059570312e-05 
32,1.0251998901367188e-05 
34,1.049041748046875e-05 
35,1.1920928955078125e-05 
33,1.1444091796875e-05 
49,1.239776611328125e-05 
48,1.0251998901367188e-05 
56,9.775161743164062e-06 
59,1.0728836059570312e-05 
58,1.1205673217773438e-05 
60,1.2636184692382812e-05 
61,1.0251998901367188e-05 
62,1.049041748046875e-05 
63,1.0728836059570312e-05 
64,1.1444091796875e-05 
65,1.1682510375976562e-05 
80,1.1205673217773438e-05 
72,1.2874603271484375e-05 
88,1.2636184692382812e-05 
73,1.0967254638671875e-05 
89,1.2159347534179688e-05 
90,1.239776611328125e-05 
57,1.1682510375976562e-05 
91,1.1920928955078125e-05 
92,1.1444091796875e-05 
68,1.1205673217773438e-05 
70,1.4781951904296875e-05 
67,1.4543533325195312e-05 
66,1.1444091796875e-05 
82,1.1205673217773438e-05 
94,1.0728836059570312e-05 
83,1.1444091796875e-05 
93,1.0013580322265625e-05 
81,1.1205673217773438e-05 
71,9.5367431640625e-06 
52,1.239776611328125e-05 
55,1.33514404296875e-05 
54,1.2874603271484375e-05 
95,1.1682510375976562e-05 
74,1.1920928955078125e-05 
50,1.0967254638671875e-05 
51,1.239776611328125e-05 
69,1.1682510375976562e-05 
53,1.049041748046875e-05 
75,1.1444091796875e-05 
77,1.2874603271484375e-05 
76,1.2636184692382812e-05 
78,1.430511474609375e-05 
79,1.52587890625e-05 
14,1.0728836059570312e-05 
4,1.0967254638671875e-05 
5,1.0967254638671875e-05 
6,9.298324584960938e-06 
87,1.1205673217773438e-05 
86,1.5974044799804688e-05 
84,1.4066696166992188e-05 
85,1.1444091796875e-05 
44,1.1920928955078125e-05 
42,1.0967254638671875e-05 
40,1.0251998901367188e-05 
46,1.0251998901367188e-05 
47,1.1205673217773438e-05 
43,1.1205673217773438e-05 
45,1.0967254638671875e-05 
37,1.0728836059570312e-05 
38,1.1205673217773438e-05 
36,1.0013580322265625e-05 
30,1.1205673217773438e-05 
28,1.0967254638671875e-05 
19,1.049041748046875e-05 
21,1.1444091796875e-05 
29,1.0967254638671875e-05 
16,1.049041748046875e-05 
20,1.3113021850585938e-05 
18,1.1682510375976562e-05 
31,1.0728836059570312e-05 
25,1.1444091796875e-05 
27,1.1205673217773438e-05 
26,1.0728836059570312e-05 
24,1.239776611328125e-05 
15,1.0728836059570312e-05 
2,1.049041748046875e-05 
39,1.0251998901367188e-05 
23,1.239776611328125e-05 
17,1.1205673217773438e-05 
22,1.0013580322265625e-05 
7,1.049041748046875e-05 
3,1.0967254638671875e-05 
41,1.1682510375976562e-05 
